测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_sanlock_sanlk-reset_01,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_sanlk-reset_01/2023-09-02-10_48_46.log,None
,oe_test_sanlock_sanlk-reset_02,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_sanlk-reset_02/2023-09-02-10_51_49.log,None
,oe_test_sanlock_sanlk_resetd,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_sanlk_resetd/2023-09-02-10_55_00.log,None
,oe_test_sanlock_wdmd,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_wdmd/2023-09-02-10_46_11.log,None
spice-vdagent,oe_test_service_spice-vdagentd,success,./mugen-riscv/logs/spice-vdagent/oe_test_service_spice-vdagentd/2023-08-31-13_29_45.log,None
,oe_test_socket_spice-vdagentd,success,./mugen-riscv/logs/spice-vdagent/oe_test_socket_spice-vdagentd/2023-08-31-13_30_44.log,None
sqlite,oe_test_sqlite_alter_01,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_alter_01/2023-09-01-22_54_10.log,None
,oe_test_sqlite_command_01,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_01/2023-09-01-22_54_42.log,None
,oe_test_sqlite_command_02,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_02/2023-09-01-22_55_31.log,None
,oe_test_sqlite_command_03,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_03/2023-09-01-22_56_07.log,None
,oe_test_sqlite_command_04,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_04/2023-09-01-22_56_36.log,None
,oe_test_sqlite_command_05,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_05/2023-09-01-22_57_02.log,None
,oe_test_sqlite_command_06,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_06/2023-09-01-22_57_28.log,None
,oe_test_sqlite_command_07,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_07/2023-09-01-22_58_06.log,None
,oe_test_sqlite_command_08,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_command_08/2023-09-01-22_58_35.log,None
,oe_test_sqlite_create_06,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_create_06/2023-09-01-23_02_09.log,None
,oe_test_sqlite_delete_01,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_delete_01/2023-09-01-22_59_06.log,None
,oe_test_sqlite_function_01,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_function_01/2023-09-01-22_59_32.log,None
,oe_test_sqlite_function_02,success,./mugen-riscv/logs/sqlite/oe_test_sqlite_function_02/2023-09-01-23_00_01.log,None
