测试套/软件包名,测试用例名,状态,日志文件,原因
initscripts,oe_test_service_netconsole,fail,./oe-rv2309/mugen-riscv/logs/initscripts/oe_test_service_netconsole/2023-08-09-10_04_29.log,Job for netconsole.service failed because the control process exited with error code.
iperf3,oe_test_iperf3_command_client,fail,./oe-rv2309/mugen-riscv/logs/iperf3/oe_test_iperf3_command_client/2023-08-12-22_25_01.log,
ipmitool,oe_test_service_bmc-snmp-proxy,fail,./oe-rv2309/mugen-riscv/logs/ipmitool/oe_test_service_bmc-snmp-proxy/2023-08-08-10_55_56.log,bmc-snmp-proxy.service: Unit bmc-snmp-proxy.service not found.
,oe_test_service_exchange-bmc-os-info,fail,./oe-rv2309/mugen-riscv/logs/ipmitool/oe_test_service_exchange-bmc-os-info/2023-08-08-10_57_16.log,Unit exchange-bmc-os-info.service not found.
iprutils,oe_test_service_iprdump,fail,./oe-rv2309/mugen-riscv/logs/iprutils/oe_test_service_iprdump/2023-08-09-04_11_11.log,测试脚本没有显式安装iprutils，镜像也没有预装
,oe_test_service_iprinit,fail,./oe-rv2309/mugen-riscv/logs/iprutils/oe_test_service_iprinit/2023-08-09-04_11_55.log,测试脚本没有显式安装iprutils，镜像也没有预装
,oe_test_service_iprupdate,fail,./oe-rv2309/mugen-riscv/logs/iprutils/oe_test_service_iprupdate/2023-08-09-04_12_39.log,测试脚本没有显式安装iprutils，镜像也没有预装
,oe_test_target_iprutils,fail,./oe-rv2309/mugen-riscv/logs/iprutils/oe_test_target_iprutils/2023-08-09-04_13_24.log,测试脚本没有显式安装iprutils，镜像也没有预装
iptables,oe_test_ip6tables-restore_01,fail,./oe-rv2309/mugen-riscv/logs/iptables/oe_test_ip6tables-restore_01/2023-08-08-10_24_37.log,
,oe_test_ip6tables-save,fail,./oe-rv2309/mugen-riscv/logs/iptables/oe_test_ip6tables-save/2023-08-08-10_23_52.log,
,oe_test_iptables-restore,fail,./oe-rv2309/mugen-riscv/logs/iptables/oe_test_iptables-restore/2023-08-08-10_23_06.log,
,oe_test_service_ip6tables,fail,./oe-rv2309/mugen-riscv/logs/iptables/oe_test_service_ip6tables/2023-08-08-10_21_44.log,
,oe_test_service_iptables,fail,./oe-rv2309/mugen-riscv/logs/iptables/oe_test_service_iptables/2023-08-08-10_22_24.log,
iputils,oe_test_service_ninfod,fail,./oe-rv2309/mugen-riscv/logs/iputils/oe_test_service_ninfod/2023-08-08-20_25_13.log,安装脚本报错：No match for argument: iputils-ninfod
,oe_test_service_rdisc,fail,./oe-rv2309/mugen-riscv/logs/iputils/oe_test_service_rdisc/2023-08-08-20_26_21.log,Unit rdisc.service not found.
ipvsadm,oe_test_ipvs_ADD_01,fail,./oe-rv2309/mugen-riscv/logs/ipvsadm/oe_test_ipvs_ADD_01/2023-08-12-15_43_38.log,
,oe_test_ipvs_DEL_01,fail,./oe-rv2309/mugen-riscv/logs/ipvsadm/oe_test_ipvs_DEL_01/2023-08-12-15_47_08.log,
,oe_test_ipvs_MOD_01,fail,./oe-rv2309/mugen-riscv/logs/ipvsadm/oe_test_ipvs_MOD_01/2023-08-12-15_49_17.log,
